First Name,Last Name,Title,Account Name,Status
Townsend,Goddard,SVP of Global Business Development,Olympus Innovation Ventures,Active Member Firm
Francisca,Ortiz-Reyes,,Olympus Innovation Ventures,Active Member Firm
Daniel,Rainer,,Olympus Innovation Ventures,Active Member Firm
Abigail,Hunter-Syed,Director,Olympus Innovation Ventures,Active Member Firm
Katie,Kerfoot,"Vice President, Investor Relations",Omega Funds,Active Member Firm
Philipp,Bliedung,Controller,Omega Funds,Active Member Firm
Francesco,Draetta,Partner,Omega Funds,Active Member Firm
Alexia,Pearsall,CFO,Omega Funds,Active Member Firm
Heather,Heather Weekley,Executive Assistant,Omega Funds,Active Member Firm
Alex,Delbridge,,Omega Funds,Active Member Firm
Julie,Fogarty,,Omega Funds,Active Member Firm
Noelle,Hutchins,Associate,Omega Funds,Active Member Firm
Bernard,Davitian,Partner,Omega Funds,Active Member Firm
Deirdre,Cunnane,General Counsel and COO,Omega Funds,Active Member Firm
Mike,Powell,Executive Partner,Omega Funds,Active Member Firm
xx,xx,,Omega Funds,Active Member Firm
Elizsbeth,Hudson,Chief Technology Officer,Omega Funds,Active Member Firm
Richard,Lim,Partner & President,Omega Funds,Active Member Firm
Otello,Stampacchia,Founder & Managing Director,Omega Funds,Active Member Firm
Anne-Mari,Paster,Chief Financial Officer & Managing Director,Omega Funds,Active Member Firm
Mark,Russell,"Chief Compliance Officer & Vice President, Finance",Omega Funds,Active Member Firm
Michelle,Doig,Partner,Omega Funds,Active Member Firm
Govind,Shivkumar,Director - Responsible Technology,Omidyar Network,Active Member Firm
Troy,Perry,"Director, Policy & Advocacy",Omidyar Network,Active Member Firm
Laura,Chavez-Varela,Associate,Omidyar Network,Active Member Firm
Leo,Peyronnin,Associate,Omidyar Network,Active Member Firm
Jerome,Nicolai,,Omidyar Network,Active Member Firm
Shripriya,Mahesh,Partner,Omidyar Network,Active Member Firm
Lucy,Joseph,,Omidyar Network,Active Member Firm
Bruce,Barron,Principal,Origin Ventures,Active Member Firm
Alex,Meyer,Partner,Origin Ventures,Active Member Firm
Jason,Heltzer,Partner,Origin Ventures,Active Member Firm
Jacquie,Marshall Siegmund,Partner,Origin Ventures,Active Member Firm
Carolina,Galdiz,Investor,Origin Ventures,Active Member Firm
Scott,Stern,Partner,Origin Ventures,Active Member Firm
Prashant,Shukla,Partner,Origin Ventures,Active Member Firm
Brent,Hill,Managing Partner,Origin Ventures,Active Member Firm
Jonté,Harrell,Managing Partner,Ossian Capital,Active Member Firm
Regina,Lombardo,Operations,Owl Ventures,Active Member Firm
Amit,Patel,Managing Partner,Owl Ventures,Active Member Firm
Ross,Darwin,Principal,Owl Ventures,Active Member Firm
Kate,Chhabra,Chief Financial Officer,Owl Ventures,Active Member Firm
Malvika,Bhagwat,"Partner, Outcomes & Efficacy",Owl Ventures,Active Member Firm
Ian,Chiu,Managing Director,Owl Ventures,Active Member Firm
Teresa,Lew,Director of Finance,Owl Ventures,Active Member Firm
Tom,Costin,Managing Director,Owl Ventures,Active Member Firm
Kriti,Bansal,Pricipal,Owl Ventures,Active Member Firm
Tory,Patterson,Managing Director,Owl Ventures,Active Member Firm
Allie,Orzell,Operations,Owl Ventures,Active Member Firm
Jenny,Wang,Principal,Owl Ventures,Active Member Firm
John,Azubuike,Senior Associate,Owl Ventures,Active Member Firm
Judy,Park,Principal,Owl Ventures,Active Member Firm
Shreyaa,Khemka,Associate,Owl Ventures,Active Member Firm
Gloria,Samen,Associate,Owl Ventures,Active Member Firm
Andrew,Solomon,Vice President,Owl Ventures,Active Member Firm
Hailey,Carter,Vice President,Owl Ventures,Active Member Firm
Michaela,Jones,EA,Owl Ventures,Active Member Firm
Emily,Bennett,Principal,Owl Ventures,Active Member Firm
Joseph,Vukel,Senior Associate,Owl Ventures,Active Member Firm
Brian,Henspeter,Fund Manager,Owl Ventures,Active Member Firm
Wendy,Siu,Finance team,Owl Ventures,Active Member Firm
Teresa,Lew,Finance Team,Owl Ventures,Active Member Firm
Owl,AP,,Owl Ventures,Active Member Firm
Lisa,Dreyer,"Senior Associate, Operations",Pappas Capital,Active Member Firm
Kyle,Rasbach,Partner,Pappas Capital,Active Member Firm
Art,Pappas,Managing Partner,Pappas Capital,Active Member Firm
Glenda,Crumpler,Assistant and Office Manager,Pappas Capital,Active Member Firm
Glenda,Crumpler,Executive Assistant to Art Pappas,Pappas Capital,Active Member Firm
Betsy,Sherrill,,Pappas Capital,Active Member Firm
Alex,Arfaei,Partner,Pappas Capital,Active Member Firm
Elizabeth,Kelly,Principal,Pappas Capital,Active Member Firm
Nick,Pappas,Managing Partner,Pappas Capital,Active Member Firm
Drew,Cuthshaw,Senior Associate and Medical Officer,Pappas Capital,Active Member Firm
Phill,Graham,Senior Associate,Pappas Capital,Active Member Firm
Eric,Linsley,Managing Partner,Pappas Capital,Active Member Firm
Ford,Worthy,Partner & Senior Advisor,Pappas Capital,Active Member Firm
Scott,Weiner,Partner,Pappas Capital,Active Member Firm
Jeffrey,Collins,Executive in Residence,Pappas Capital,Active Member Firm
Barry,Myers,Executive in Residence,Pappas Capital,Active Member Firm
Ernest,Mario,Venture Advisor,Pappas Capital,Active Member Firm
Michael,Grey,Venture Partner,Pappas Capital,Active Member Firm
Jayson,Punwani,Associate,Pappas Capital,Active Member Firm
David,Savello,Venture Advisor & Scientific Advisory Board,Pappas Capital,Active Member Firm
Matthew,Boyer,Chief Financial Officer,Pappas Capital,Active Member Firm
Arthur,Pappas,,Pappas Capital,Active Member Firm
Arthur,Pappas,Managing General Partner,Pappas Capital,Active Member Firm
,Acct Team,,Pappas Capital,Active Member Firm
Ray,Petrino,,Pappas Capital,Active Member Firm
Brian,Gibbs,,Pappas Capital,Active Member Firm
Gus,Coldebella,General Counsel,Paradigm,Active Member Firm
Justin,Slaughter,Policy Director,Paradigm,Active Member Firm
Reena,Jashnani-Slusarz,General Counsel,Paradigm,Active Member Firm
Nathan,Apsel,Chief Financial Officer,Paradigm,Active Member Firm
Jim,Prosser,Communications Director,Paradigm,Active Member Firm
Josh,Ephraim,Associate General Counsel,Paradigm,Active Member Firm
Alex,Grieve,Government Affairs Lead,Paradigm,Active Member Firm
Rodrigo,Seira,Associate General Counsel,Paradigm,Active Member Firm
Peggy,Yan,,Paradigm,Active Member Firm
Bianca,Corujo,Ventures Manager,Parallel 18,Active Member Firm
Yessica,Fontanez,Investment Analyst,Parallel 18,Active Member Firm
Jamie,Rodota,Senior Portfolio Manager,Parallel 18,Active Member Firm
Hector,Jirau,Executive Director,Parallel 18,Active Member Firm
Brian,Hoyt,COO,Parkway Venture Capital,Active Member Firm
Jesse,Coors-Blankenship,Founder and General Partner,Parkway Venture Capital,Active Member Firm
Gregg,Hill,Founder and General Partner,Parkway Venture Capital,Active Member Firm
Rob,Bibow,Partner,Parkway Venture Capital,Active Member Firm
Nekeshia,Woods,Partner,Parkway Venture Capital,Active Member Firm
Angel,Munoz,,Parkway Venture Capital,Active Member Firm
Tim,Brent,Venture Principal,Pathway To Cures,Active Member Firm
Teri,Willey,Managing Director,Pathway To Cures,Active Member Firm
Renee,Peck,Sr. Dir. of Development,Pathway To Cures,Active Member Firm
Bob,Pavey,Managing Member,Pavey Family Investments,Active Member Firm
Salley,Smith,Bob Pavey EA,Pavey Family Investments,Active Member Firm
Susan,Petito,Member,Pavey Family Investments,Active Member Firm
Debbie,Pavey-Petito,Member,Pavey Family Investments,Active Member Firm
Pavey,Reports,,Pavey Family Investments,Active Member Firm
Nick,Hambleton,,Pear Ventures,Dropped
Nicole,Wolkenmuth,,Pear Ventures,Dropped
Anand,Iyer,,Pear Ventures,Dropped
Anna,Nitschke,CFO,Pear Ventures,Dropped
Eddie,Eltoukhy,Partner,Pear Ventures,Dropped
Louis,Corso,Director of Finance,Pear Ventures,Dropped
Pejman,Nozad,Founding Managing Partner,Pear Ventures,Dropped
Mar,Hershenson,Founding Managing Partner,Pear Ventures,Dropped
,Invoice Team,,Pear Ventures,Dropped
Ellen,TBD,,Pear Ventures,Dropped
Vivien,Ho,Principal,Pear Ventures,Dropped
Kristin,Beach,,Pear Ventures,Dropped
Tatiana,Brezina,,Pelion Venture Partners,Active Member Firm
Diane,Tanner,Executive Assitant,Pelion Venture Partners,Active Member Firm
Holly,Preslar,Investment Associate,Pelion Venture Partners,Active Member Firm
Trevor,Lund,VP Finance,Pelion Venture Partners,Active Member Firm
Susannah,Duke,Senior Associate,Pelion Venture Partners,Active Member Firm
Annie,Gajkowski,Assistant to Steve Glover,Pelion Venture Partners,Active Member Firm
Carine,Clark,General Partner,Pelion Venture Partners,Active Member Firm
Brad,Hintze,Finance Associate,Pelion Venture Partners,Active Member Firm
Zain,Rizavi,Senior Associate,Pelion Venture Partners,Active Member Firm
Erika,Nash,Senior Associate,Pelion Venture Partners,Active Member Firm
Jeff,Kearl,Partner,Pelion Venture Partners,Active Member Firm
Matt,Mosman,Partner,Pelion Venture Partners,Active Member Firm
Katy,Hymas,Investor Relations Associate,Pelion Venture Partners,Active Member Firm
Caitlin,Hansen,Head of Investor Relations,Pelion Venture Partners,Active Member Firm
Kristy,Muir,Senior Associate,Pelion Venture Partners,Active Member Firm
Katie,Tripp,Operations and Finance Associate,Pelion Venture Partners,Active Member Firm
Skyler,Seymour,Senior Associate,Pelion Venture Partners,Active Member Firm
Jaquie,McKay,Chief Financial Officer,Pelion Venture Partners,Active Member Firm
Blake,Modersitzki,Managing Partner,Pelion Venture Partners,Active Member Firm
Carl,Ledbetter,Managing Partner,Pelion Venture Partners,Active Member Firm
Chris,Cooper,Partner,Pelion Venture Partners,Active Member Firm
Ben,Dahl,Partner,Pelion Venture Partners,Active Member Firm
Chad,Packard,Partner,Pelion Venture Partners,Active Member Firm
Kylie,Racker,Executive Assistant,Pelion Venture Partners,Active Member Firm
Ben,Lambert,Partner,Pelion Venture Partners,Active Member Firm
Steve,Glover,CFO,Pelion Venture Partners,Active Member Firm
Susannah,Duke,Principal,Pelion Venture Partners,Active Member Firm
Margi,Mcloughlin,Senior Director,Pfizer Venture Capital,Dropped
Eileen,Rigert,Administrative Assistant,Pfizer Venture Capital,Dropped
Denis,Patrick,"VP, Managing Partner Pfizer Ventures",Pfizer Venture Capital,Dropped
Christopher,O'Donnell,Executive Director,Pfizer Venture Capital,Dropped
Nikola,Trbovic,Executive Director,Pfizer Venture Capital,Dropped
Laszlo,Kiss,Executive Director,Pfizer Venture Capital,Dropped
Rana,Al-Hallaq,Senior Director,Pfizer Venture Capital,Dropped
Michael,Baran,Senior Director,Pfizer Venture Capital,Dropped
Marie-Claire,Peakman,"Principal, Executive Director",Pfizer Venture Capital,Dropped
Michael,Diem,Head of Pfizer Equities,Pfizer Venture Capital,Dropped
Barbara,Dalton,Retired in March 2024 per email,Pfizer Venture Capital,Dropped
Bill,Burkoth,Senior Director,Pfizer Venture Capital,Dropped
Elaine,Jones,Vice President,Pfizer Venture Capital,Dropped
Pamela,Weakland,"Senior Associate, Worldwide Business Development",Pfizer Venture Capital,Dropped
Ricardo,Angel,CEO & Managing Partner,Piva Capital,Active Member Firm
Tony,Di Bona,CFO,Piva Capital,Active Member Firm
Adzmel,Hamilton,,Piva Capital,Active Member Firm
Daryl,Kennedy,,Piva Capital,Active Member Firm
Judy,Beech,Director of Finance,Plains Ventures,Active Member Firm
Rex,Smitherman,SVP Operations,Plains Ventures,Active Member Firm
Ryan,Cargill,VP Business Development,Plains Ventures,Active Member Firm
Scott,Meacham,,Plains Ventures,Active Member Firm
Myra,Formoso,,Playground Global LLC,Active Member Firm
Myra,Formoso,HR Consultant,Playground Global LLC,Active Member Firm
Kim,Watson-Ahern,Finance Manager,Playground Global LLC,Active Member Firm
Sandy,Taylor,CFO,Playground Global LLC,Active Member Firm
Lea,Lyberopoulos,Controller,Playground Global LLC,Active Member Firm
Victoria,Sun,Venture Principal,Playground Global LLC,Active Member Firm
Michael,Tolo,Venture Principal,Playground Global LLC,Active Member Firm
Greg,Wilson,VP of Finance,Playground Global LLC,Active Member Firm
Laurie,Yoler,General Partner,Playground Global LLC,Active Member Firm
Jory,Bell,general partner,Playground Global LLC,Active Member Firm
Justin,Ernest,Venture Investor,Playground Global LLC,Active Member Firm
Playground,Finance,,Playground Global LLC,Active Member Firm
Taggart,Bonham,,Playground Global LLC,Active Member Firm
Mark,Valdez,,Playground Global LLC,Active Member Firm
Jade,Lai,,Playground Global LLC,Active Member Firm
Connie,Weisman,"VP, Corporate Partnerships",Plug and Play Ventures,Active Member Firm
Eugenio,Gonzalez,Partner,Plug and Play Ventures,Active Member Firm
George,Damouny,Partner,Plug and Play Ventures,Active Member Firm
Ivan,Zgomba,Partner,Plug and Play Ventures,Active Member Firm
Marc,Steiner,General Council,Plug and Play Ventures,Active Member Firm
Neil,Inn,Senior Operations Manager,Plug and Play Ventures,Active Member Firm
Neil,Inn,Senior Operations Manager,Plug and Play Ventures,Active Member Firm
Kevin,Parakkattu,Principal,Plug and Play Ventures,Active Member Firm
Alex,Tran,Principal,Plug and Play Ventures,Active Member Firm
Harvey,Williams,Principal,Plug and Play Ventures,Active Member Firm
Matt,Claxton,Principal,Plug and Play Ventures,Active Member Firm
Julianne,Roseman,,Plug and Play Ventures,Active Member Firm
Ryan,Bluestone,,Plug and Play Ventures,Active Member Firm
Miranda,An,,Plug and Play Ventures,Active Member Firm
Miranda,An,Investor,Plug and Play Ventures,Active Member Firm
Zane,Kampa,,Plug and Play Ventures,Active Member Firm
Ayah,Hamdan,Ventures Analyst,Plug and Play Ventures,Active Member Firm
Saeed,Amidi,Founder & CEO,Plug and Play Ventures,Active Member Firm
Lauren,Robinson,Director of Events,Plug and Play Ventures,Active Member Firm
Michael,Olmstead,Chief Revenue Officer,Plug and Play Ventures,Active Member Firm
Candace,Denton-Widdoes,SVP & Head of Corporate Innovation Platforms,Plug and Play Ventures,Active Member Firm
Scott,Robinson,"Director, Fintech",Plug and Play Ventures,Active Member Firm
Elaine,Asher,"Director, West Coast",Plum Alley Investments,Active Member Firm
Frances,Walton,Partner,Plum Alley Investments,Active Member Firm
Andrea,Turner Moffitt,Co-Founder,Plum Alley Investments,Active Member Firm
Ita,Ekpoudom,Venture Partner,Plum Alley Investments,Active Member Firm
Josh,Smith,"Manager, Member Development and Investment",Plum Alley Investments,Active Member Firm
Haley,Fradkin,"Associate, Member Experience and Investments",Plum Alley Investments,Active Member Firm
Alicia,Zheng,Associate,Plum Alley Investments,Active Member Firm
Ben,Robbins,Investment Associate,Plum Alley Investments,Active Member Firm
Avantika,Diang,Managing Director and Partner,Plum Alley Investments,Active Member Firm
Louise,Kushner,Head of Communications,Plum Alley Investments,Active Member Firm
Sunil,Rao,SVP Operations and Finance,Plum Alley Investments,Active Member Firm
Liz,Walsh,"Managing Director, Plum Alley Venture Company",Plum Alley Investments,Active Member Firm
Deborah,Jackson,CEO and Founder,Plum Alley Investments,Active Member Firm
Elaine,Asher,"Director, West Coast",Plum Alley Investments,Active Member Firm
Max,Eisenberg,General Counsel,Polaris Partners,Active Member Firm
Shanna,Haley,Funds Controller,Polaris Partners,Active Member Firm
Harold,Friedman,CFO,Polaris Partners,Active Member Firm
Erin,Glabets,Director of Community and Content,Polaris Partners,Active Member Firm
Molly,Wilson,Executive Assistant,Polaris Partners,Active Member Firm
Lauren,Crockett,General Counsel and Chief Compliance Officer,Polaris Partners,Active Member Firm
Carolyn,McGuire,,Polaris Partners,Active Member Firm
Gary,Swart,Partner,Polaris Partners,Active Member Firm
Steve,Arnold,Founding Partner,Polaris Partners,Active Member Firm
Ellie,McGuire,"Partner, LS Polaris Innovation Fund",Polaris Partners,Active Member Firm
Isaac,Ciechanover,Partner,Polaris Partners,Active Member Firm
Brian,Lewis,"Director, Legal & Investment Analytics",Polaris Partners,Active Member Firm
Bryce,Youngren (use),Managing Partner,Polaris Partners,Active Member Firm
Marissa,Bertorelli,Principal,Polaris Partners,Active Member Firm
Amy,Schulman,Managing Partner,Polaris Partners,Active Member Firm
Darren,Carroll,Partner,Polaris Partners,Active Member Firm
Alexandra,Cantley,Partner,Polaris Partners,Active Member Firm
Joanna,Zesiger,Director of Finance,Polaris Partners,Active Member Firm
